1.500000 0.526316 0.189543 1.475223 
1.500000 1.052632 0.165752 1.217210 
1.500000 1.578947 0.154585 1.074526 
1.500000 2.105263 0.149369 0.994420 
1.500000 2.631579 0.147007 0.950879 
1.500000 3.157895 0.145981 0.928441 
1.500000 3.684211 0.145557 0.917565 
1.500000 4.210526 0.145390 0.912615 
1.500000 4.736842 0.145327 0.910498 
1.500000 5.263158 0.145305 0.909645 
1.500000 5.789474 0.145298 0.909321 
1.500000 6.315789 0.145295 0.909205 
1.500000 6.842105 0.145294 0.909166 
1.500000 7.368421 0.145294 0.909153 
1.500000 7.894737 0.145294 0.909149 
1.500000 8.421053 0.145294 0.909148 
1.500000 8.947368 0.145294 0.909147 
1.500000 9.473684 0.145294 0.909147 
1.500000 10.000000 0.145294 0.909147 
2.000000 0.000000 0.341691 1.909297 
2.000000 0.526316 0.263349 1.457813 
2.000000 1.052632 0.226835 1.215260 
2.000000 1.578947 0.208318 1.068308 
2.000000 2.105263 0.198732 0.976163 
2.000000 2.631579 0.193820 0.919115 
2.000000 3.157895 0.191369 0.885076 
2.000000 3.684211 0.190188 0.865721 
2.000000 4.210526 0.189641 0.855279 
2.000000 4.736842 0.189397 0.849939 
2.000000 5.263158 0.189293 0.847349 
2.000000 5.789474 0.189251 0.846155 
2.000000 6.315789 0.189234 0.845631 
2.000000 6.842105 0.189228 0.845412 
2.000000 7.368421 0.189225 0.845325 
2.000000 7.894737 0.189225 0.845292 
2.000000 8.421053 0.189224 0.845279 
2.000000 8.947368 0.189224 0.845275 
2.000000 9.473684 0.189224 0.845274 
2.000000 10.000000 0.189224 0.845273 
2.500526 0.000000 0.430267 1.598050 
2.500526 0.526316 0.333523 1.327669 
2.500526 1.052632 0.286248 1.147532 
2.500526 1.578947 0.260788 1.020966 
2.500526 2.105263 0.246593 0.931291 
2.500526 2.631579 0.238661 0.868996 
2.500526 3.157895 0.234295 0.827248 
2.500526 3.684211 0.231953 0.800480 
2.500526 4.210526 0.230735 0.784119 
2.500526 4.736842 0.230122 0.774592 
2.500526 5.263158 0.229825 0.769305 
2.500526 5.789474 0.229685 0.766506 
2.500526 6.315789 0.229622 0.765090 
2.500526 6.842105 0.229595 0.764404 
2.500526 7.368421 0.229583 0.764085 
2.500526 7.894737 0.229579 0.763943 
2.500526 8.421053 0.229577 0.763883 
2.500526 8.947368 0.229576 0.763858 
2.500526 9.473684 0.229576 0.763848 
2.500526 10.000000 0.229576 0.763845 
3.000526 0.000000 0.499116 1.140599 
3.000526 0.526316 0.394425 1.091228 
3.000526 1.052632 0.340488 1.009509 
3.000526 1.578947 0.309687 0.926150 
3.000526 2.105263 0.291360 0.852972 
3.000526 2.631579 0.280356 0.793892 
3.000526 3.157895 0.273806 0.749141 
3.000526 3.684211 0.269983 0.717095 
3.000526 4.210526 0.267808 0.695314 
3.000526 4.736842 0.266605 0.681223 
3.000526 5.263158 0.265961 0.672526 
3.000526 5.789474 0.265626 0.667394 
3.000526 6.315789 0.265458 0.664493 
3.000526 6.842105 0.265376 0.662921 
3.000526 7.368421 0.265337 0.662101 
3.000526 7.894737 0.265319 0.661690 
3.000526 8.421053 0.265312 0.661491 
3.000526 8.947368 0.265308 0.661399 
3.000526 9.473684 0.265307 0.661359 
3.000526 10.000000 0.265306 0.661344 
3.500526 0.000000 0.543723 0.648724 
3.500526 0.526316 0.441147 0.765149 
3.500526 1.052632 0.385889 0.792674 
3.500526 1.578947 0.352414 0.771499 
3.500526 2.105263 0.331153 0.729872 
3.500526 2.631579 0.317480 0.684107 
3.500526 3.157895 0.308741 0.642520 
3.500526 3.684211 0.303250 0.608547 
3.500526 4.210526 0.299877 0.582805 
3.500526 4.736842 0.297860 0.564441 
3.500526 5.263158 0.296687 0.552003 
3.500526 5.789474 0.296025 0.543963 
3.500526 6.315789 0.295662 0.538984 
3.500526 6.842105 0.295469 0.536024 
3.500526 7.368421 0.295369 0.534330 
3.500526 7.894737 0.295319 0.533396 
3.500526 8.421053 0.295295 0.532899 
3.500526 8.947368 0.295284 0.532646 
3.500526 9.473684 0.295278 0.532524 
3.500526 10.000000 0.295276 0.532475 
4.000526 0.000000 0.565410 0.242854 
4.000526 0.526316 0.470294 0.401292 
4.000526 1.052632 0.418510 0.502104 
4.000526 1.578947 0.385631 0.544776 
4.000526 2.105263 0.363346 0.546525 
4.000526 2.631579 0.347962 0.525707 
4.000526 3.157895 0.337400 0.495990 
4.000526 3.684211 0.330274 0.465794 
4.000526 4.210526 0.325579 0.439430 
4.000526 4.736842 0.322568 0.418473 
4.000526 5.263158 0.320689 0.402913 
4.000526 5.789474 0.319550 0.391975 
4.000526 6.315789 0.318879 0.384637 
4.000526 6.842105 0.318495 0.379916 
4.000526 7.368421 0.318280 0.376994 
4.000526 7.894737 0.318164 0.375250 
4.000526 8.421053 0.318103 0.374246 
4.000526 8.947368 0.318072 0.373692 
4.000526 9.473684 0.318057 0.373406 
4.000526 10.000000 0.318051 0.373286 
4.500526 0.000000 0.571108 0.022359 
4.500526 0.526316 0.482350 0.100603 
4.500526 1.052632 0.435783 0.193665 
4.500526 1.578947 0.405960 0.263921 
4.500526 2.105263 0.384753 0.301325 
4.500526 2.631579 0.369092 0.310490 
4.500526 3.157895 0.357530 0.301175 
4.500526 3.684211 0.349155 0.282717 
4.500526 4.210526 0.343249 0.261855 
4.500526 4.736842 0.339207 0.242531 
4.500526 5.263158 0.336522 0.226527 
4.500526 5.789474 0.334792 0.214240 
4.500526 6.315789 0.333708 0.205335 
4.500526 6.842105 0.333048 0.199180 
4.500526 7.368421 0.332657 0.195097 
4.500526 7.894737 0.332431 0.192488 
4.500526 8.421053 0.332305 0.190883 
4.500526 8.947368 0.332236 0.189939 
4.500526 9.473684 0.332201 0.189425 
4.500526 10.000000 0.332187 0.189200 
5.000526 0.000000 0.571663 0.041225 
5.000526 0.526316 0.483014 -0.044160 
5.000526 1.052632 0.439292 -0.032642 
5.000526 1.578947 0.412437 0.007272 
5.000526 2.105263 0.393276 0.044865 
5.000526 2.631579 0.378543 0.068578 
5.000526 3.157895 0.367011 0.077195 
5.000526 3.684211 0.358109 0.074350 
5.000526 4.210526 0.351432 0.064896 
5.000526 4.736842 0.346587 0.052939 
5.000526 5.263158 0.343189 0.041188 
5.000526 5.789474 0.340881 0.031052 
5.000526 6.315789 0.339361 0.023015 
5.000526 6.842105 0.338388 0.017025 
5.000526 7.368421 0.337783 0.012773 
5.000526 7.894737 0.337416 0.009880 
5.000526 8.421053 0.337200 0.007993 
5.000526 8.947368 0.337077 0.006820 
5.000526 9.473684 0.337012 0.006151 
5.000526 10.000000 0.336984 0.005849 
5.500526 0.000000 0.579183 0.294833 
5.500526 0.526316 0.480928 -0.010911 
5.500526 1.052632 0.434867 -0.121185 
5.500526 1.578947 0.408475 -0.145879 
5.500526 2.105263 0.390501 -0.139156 
5.500526 2.631579 0.376787 -0.125271 
5.500526 3.157895 0.365815 -0.114128 
5.500526 3.684211 0.357027 -0.108610 
5.500526 4.210526 0.350147 -0.108262 
5.500526 4.736842 0.344934 -0.111388 
5.500526 5.263158 0.341121 -0.116211 
5.500526 5.789474 0.338426 -0.121390 
5.500526 6.315789 0.336581 -0.126117 
5.500526 6.842105 0.335355 -0.130028 
5.500526 7.368421 0.334563 -0.133044 
5.500526 7.894737 0.334065 -0.135246 
5.500526 8.421053 0.333761 -0.136773 
5.500526 8.947368 0.333582 -0.137774 
5.500526 9.473684 0.333484 -0.138369 
5.500526 10.000000 0.333441 -0.138645 
6.000526 0.000000 0.604066 0.721090 
6.000526 0.526316 0.484484 0.175930 
6.000526 1.052632 0.429285 -0.083414 
6.000526 1.578947 0.399721 -0.188167 
6.000526 2.105263 0.381071 -0.222979 
6.000526 2.631579 0.367555 -0.229702 
6.000526 3.157895 0.356954 -0.226964 
6.000526 3.684211 0.348442 -0.222543 
6.000526 4.210526 0.341678 -0.219288 
6.000526 4.736842 0.336445 -0.217825 
6.000526 5.263158 0.332525 -0.217864 
6.000526 5.789474 0.329685 -0.218852 
6.000526 6.315789 0.327691 -0.220271 
6.000526 6.842105 0.326333 -0.221754 
6.000526 7.368421 0.325433 -0.223087 
6.000526 7.894737 0.324853 -0.224175 
6.000526 8.421053 0.324490 -0.224999 
6.000526 8.947368 0.324271 -0.225575 
6.000526 9.473684 0.324149 -0.225936 
6.000526 10.000000 0.324095 -0.226108 
6.500526 0.000000 0.652464 1.215634 
6.500526 0.526316 0.500356 0.472427 
6.500526 1.052632 0.428141 0.051530 
6.500526 1.578947 0.391010 -0.149021 
6.500526 2.105263 0.369431 -0.233046 
6.500526 2.631579 0.354990 -0.264046 
6.500526 3.157895 0.344243 -0.272966 
6.500526 3.684211 0.335835 -0.273557 
6.500526 4.210526 0.329210 -0.271638 
6.500526 4.736842 0.324078 -0.269513 
6.500526 5.263158 0.320207 -0.267943 
6.500526 5.789474 0.317373 -0.267041 
6.500526 6.315789 0.315359 -0.266677 
6.500526 6.842105 0.313968 -0.266664 
6.500526 7.368421 0.313033 -0.266838 
6.500526 7.894737 0.312422 -0.267083 
6.500526 8.421053 0.312033 -0.267324 
6.500526 8.947368 0.311796 -0.267522 
6.500526 9.473684 0.311661 -0.267660 
6.500526 10.000000 0.311601 -0.267729 
7.000526 0.000000 0.724767 1.657383 
7.000526 0.526316 0.532258 0.800527 
7.000526 1.052632 0.435473 0.248102 
7.000526 1.578947 0.385734 -0.054852 
7.000526 2.105263 0.358521 -0.197453 
7.000526 2.631579 0.341818 -0.257876 
7.000526 3.157895 0.330286 -0.280904 
7.000526 3.684211 0.321689 -0.288090 
7.000526 4.210526 0.315093 -0.289059 
7.000526 4.736842 0.310046 -0.287935 
7.000526 5.263158 0.306256 -0.286401 
7.000526 5.789474 0.303482 -0.285069 
7.000526 6.315789 0.301505 -0.284099 
7.000526 6.842105 0.300133 -0.283470 
7.000526 7.368421 0.299205 -0.283101 
7.000526 7.894737 0.298594 -0.282908 
7.000526 8.421053 0.298202 -0.282823 
7.000526 8.947368 0.297961 -0.282795 
7.000526 9.473684 0.297824 -0.282791 
7.000526 10.000000 0.297762 -0.282794 
7.500526 0.000000 0.815516 1.938182 
7.500526 0.526316 0.579146 1.055360 
7.500526 1.052632 0.452986 0.447006 
7.500526 1.578947 0.385960 0.065244 
7.500526 2.105263 0.350119 -0.135806 
7.500526 2.631579 0.329570 -0.229437 
7.500526 3.157895 0.316473 -0.269313 
7.500526 3.684211 0.307321 -0.284639 
7.500526 4.210526 0.300584 -0.289430 
7.500526 4.736842 0.295552 -0.290025 
7.500526 5.263158 0.291824 -0.289178 
7.500526 5.789474 0.289113 -0.288026 
7.500526 6.315789 0.287188 -0.286995 
7.500526 6.842105 0.285852 -0.286203 
7.500526 7.368421 0.284949 -0.285645 
7.500526 7.894737 0.284352 -0.285277 
7.500526 8.421053 0.283969 -0.285046 
7.500526 8.947368 0.283732 -0.284910 
7.500526 9.473684 0.283597 -0.284837 
7.500526 10.000000 0.283536 -0.284805 
8.000526 0.000000 0.914733 1.989282 
8.000526 0.526316 0.635402 1.169328 
8.000526 1.052632 0.479087 0.582501 
8.000526 1.578947 0.392027 0.171975 
8.000526 2.105263 0.345026 -0.068869 
8.000526 2.631579 0.319031 -0.191539 
8.000526 3.157895 0.303509 -0.248340 
8.000526 3.684211 0.293367 -0.272588 
8.000526 4.210526 0.286280 -0.281850 
8.000526 4.736842 0.281166 -0.284614 
8.000526 5.263158 0.277456 -0.284782 
8.000526 5.789474 0.274792 -0.284075 
8.000526 6.315789 0.272915 -0.283208 
8.000526 6.842105 0.271619 -0.282446 
8.000526 7.368421 0.270744 -0.281860 
8.000526 7.894737 0.270167 -0.281442 
8.000526 8.421053 0.269797 -0.281160 
8.000526 8.947368 0.269568 -0.280982 
8.000526 9.473684 0.269438 -0.280878 
8.000526 10.000000 0.269379 -0.280831 
8.500526 0.000000 1.010369 1.798170 
8.500526 0.526316 0.693522 1.130525 
8.500526 1.052632 0.509559 0.618569 
8.500526 1.578947 0.402334 0.230184 
8.500526 2.105263 0.342941 -0.019040 
8.500526 2.631579 0.310360 -0.156820 
8.500526 3.157895 0.291668 -0.225573 
8.500526 3.684211 0.280114 -0.257322 
8.500526 4.210526 0.272455 -0.270822 
8.500526 4.736842 0.267146 -0.275843 
8.500526 5.263158 0.263398 -0.277165 
8.500526 5.789474 0.260756 -0.277028 
8.500526 6.315789 0.258915 -0.276429 
8.500526 6.842105 0.257655 -0.275783 
8.500526 7.368421 0.256809 -0.275237 
8.500526 7.894737 0.256253 -0.274826 
8.500526 8.421053 0.255897 -0.274536 
8.500526 8.947368 0.255678 -0.274346 
8.500526 9.473684 0.255553 -0.274233 
8.500526 10.000000 0.255496 -0.274180 
9.000526 0.000000 1.091251 1.411639 
9.000526 0.526316 0.746056 0.947647 
9.000526 1.052632 0.539128 0.545894 
9.000526 1.578947 0.413899 0.220093 
9.000526 2.105263 0.342538 -0.003868 
9.000526 2.631579 0.303101 -0.136788 
9.000526 3.157895 0.280866 -0.207835 
9.000526 3.684211 0.267618 -0.242978 
9.000526 4.210526 0.259208 -0.259136 
9.000526 4.736842 0.253601 -0.265875 
9.000526 5.263158 0.249761 -0.268208 
9.000526 5.789474 0.247111 -0.268630 
9.000526 6.315789 0.245293 -0.268327 
9.000526 6.842105 0.244061 -0.267831 
9.000526 7.368421 0.243240 -0.267356 
9.000526 7.894737 0.242704 -0.266976 
9.000526 8.421053 0.242363 -0.266698 
9.000526 8.947368 0.242153 -0.266511 
9.000526 9.473684 0.242034 -0.266397 
9.000526 10.000000 0.241980 -0.266344 
9.500526 0.000000 1.149817 0.924324 
9.500526 0.526316 0.786196 0.639891 
9.500526 1.052632 0.562382 0.367729 
9.500526 1.578947 0.423101 0.135902 
9.500526 2.105263 0.341817 -0.032544 
9.500526 2.631579 0.296301 -0.139356 
9.500526 3.157895 0.270708 -0.200534 
9.500526 3.684211 0.255743 -0.232932 
9.500526 4.210526 0.246516 -0.248901 
9.500526 4.736842 0.240554 -0.256122 
9.500526 5.263158 0.236581 -0.258962 
9.500526 5.789474 0.233900 -0.259755 
9.500526 6.315789 0.232091 -0.259687 
9.500526 6.842105 0.230880 -0.259329 
9.500526 7.368421 0.230082 -0.258930 
9.500526 7.894737 0.229564 -0.258589 
9.500526 8.421053 0.229235 -0.258331 
9.500526 8.947368 0.229035 -0.258153 
9.500526 9.473684 0.228921 -0.258043 
9.500526 10.000000 0.228870 -0.257991 
